时间,透水率,设备编号,月份,季节
2024-05-16 00:00:00,84.9692801610737,A1,5,春
2024-05-16 01:00:08,84.5089643090074,A1,5,春
2024-05-16 02:00:08,82.5302967098691,A1,5,春
2024-05-16 03:00:08,85.1209222799203,A1,5,春
2024-05-16 04:00:08,83.2760313474003,A1,5,春
2024-05-16 05:00:08,84.2634324751677,A1,5,春
2024-05-16 06:00:08,83.589605164638,A1,5,春
2024-05-16 07:00:08,84.6574523408207,A1,5,春
2024-05-16 08:00:08,85.2708554984534,A1,5,春
2024-05-16 09:00:08,84.1471342844491,A1,5,春
2024-05-16 10:00:08,84.8397285875751,A1,5,春
2024-05-16 11:00:08,84.1220825243487,A1,5,春
2024-05-16 12:00:08,83.8909898353109,A1,5,春
2024-05-16 13:00:08,81.8199165247782,A1,5,春
2024-05-16 14:00:08,83.4871445170397,A1,5,春
2024-05-16 15:00:08,83.8186554537507,A1,5,春
2024-05-16 16:00:08,84.1418861322069,A1,5,春
2024-05-16 17:00:08,83.8726525569101,A1,5,春
2024-05-16 18:00:08,85.3932633330904,A1,5,春
2024-05-16 19:00:08,83.2067863181053,A1,5,春
2024-05-16 20:00:08,85.3803358329238,A1,5,春
2024-05-16 21:00:08,85.1408953215509,A1,5,春
2024-05-16 22:00:08,82.135941583123,A1,5,春
2024-05-16 23:00:08,83.6421280468966,A1,5,春
2024-05-17 00:00:00,82.5957376809515,A1,5,春
2024-05-17 01:00:08,83.3619363122186,A1,5,春
2024-05-17 02:00:08,84.3458231201022,A1,5,春
2024-05-17 03:00:08,82.9424614226113,A1,5,春
2024-05-17 04:00:08,82.7161525438066,A1,5,春
2024-05-17 05:00:08,82.18508103155,A1,5,春
2024-05-17 06:00:08,82.3048858190475,A1,5,春
2024-05-17 07:00:08,83.4474215902068,A1,5,春
